"Year","Units","Sex","WorkingPattern","AgeGroup","WorkRegion","Occupation","Industry","Ethnicity","Impairment","Value","comment"
"2018","Median","Female","Part-Time","Total","South East","Total","Total","Total","Total","10144","Total"
"2018","Median","Female","Part-Time","Total","South East","Professional occupations","Total","Total","Total","18635","reasonably precise"
"2018","Median","Female","Part-Time","Total","South East","Associate professional and technical occupations","Total","Total","Total","13545","reasonably precise"
"2018","Median","Female","Part-Time","Total","South East","Administrative and secretarial occupations","Total","Total","Total","9996","Total"
"2018","Median","Female","Part-Time","Total","South East","Caring, leisure and other service occupations","Total","Total","Total","9233","Total"
"2018","Median","Female","Part-Time","Total","South East","Sales and customer service occupations","Total","Total","Total","8640","Total"
"2018","Median","Female","Part-Time","Total","South East","Elementary occupations","Total","Total","Total","5918","reasonably precise"
"2018","Median","Female","Part-Time","Total","South West","Total","Total","Total","Total","9838","Total"
"2018","Median","Female","Part-Time","Total","South West","Managers, directors and senior officials","Total","Total","Total","12226","reasonably precise"
"2018","Median","Female","Part-Time","Total","South West","Professional occupations","Total","Total","Total","18771","reasonably precise"
"2018","Median","Female","Part-Time","Total","South West","Associate professional and technical occupations","Total","Total","Total","12619","reasonably precise"
"2018","Median","Female","Part-Time","Total","South West","Administrative and secretarial occupations","Total","Total","Total","10415","Total"
"2018","Median","Female","Part-Time","Total","South West","Skilled trades occupations","Total","Total","Total","9360","acceptable"
"2018","Median","Female","Part-Time","Total","South West","Caring, leisure and other service occupations","Total","Total","Total","9320","Total"
"2018","Median","Female","Part-Time","Total","South West","Sales and customer service occupations","Total","Total","Total","7873","reasonably precise"
"2018","Median","Female","Part-Time","Total","South West","Elementary occupations","Total","Total","Total","5833","acceptable"
"2018","Median","Female","Part-Time","Total","Wales","Total","Total","Total","Total","9803","Total"
"2018","Median","Female","Part-Time","Total","Wales","Professional occupations","Total","Total","Total","20046","reasonably precise"
"2018","Median","Female","Part-Time","Total","Wales","Associate professional and technical occupations","Total","Total","Total","12257","acceptable"
"2018","Median","Female","Part-Time","Total","Wales","Administrative and secretarial occupations","Total","Total","Total","9815","reasonably precise"
"2018","Median","Female","Part-Time","Total","Wales","Caring, leisure and other service occupations","Total","Total","Total","9914","reasonably precise"
"2018","Median","Female","Part-Time","Total","Wales","Sales and customer service occupations","Total","Total","Total","8586","reasonably precise"
"2018","Median","Female","Part-Time","Total","Wales","Elementary occupations","Total","Total","Total","6372","reasonably precise"
"2018","Median","Female","Part-Time","Total","Scotland","Total","Total","Total","Total","10850","Total"
"2018","Median","Female","Part-Time","Total","Scotland","Professional occupations","Total","Total","Total","19559","Total"
"2018","Median","Female","Part-Time","Total","Scotland","Associate professional and technical occupations","Total","Total","Total","12667","reasonably precise"
"2018","Median","Female","Part-Time","Total","Scotland","Administrative and secretarial occupations","Total","Total","Total","10759","reasonably precise"
"2018","Median","Female","Part-Time","Total","Scotland","Skilled trades occupations","Total","Total","Total","10262","acceptable"
"2018","Median","Female","Part-Time","Total","Scotland","Caring, leisure and other service occupations","Total","Total","Total","11117","reasonably precise"
"2018","Median","Female","Part-Time","Total","Scotland","Sales and customer service occupations","Total","Total","Total","8443","Total"
"2018","Median","Female","Part-Time","Total","Scotland","Elementary occupations","Total","Total","Total","7653","reasonably precise"
"2018","Median","Female","Part-Time","Total","Northern Ireland","Total","Total","Total","Total","10248","Total"
"2019","Median","Total","Total","Total","Total","Managers, directors and senior officials","Total","Total","Total","40832","Total"
"2019","Median","Total","Total","Total","Total","Professional occupations","Total","Total","Total","36175","Total"
"2019","Median","Total","Total","Total","Total","Associate professional and technical occupations","Total","Total","Total","30708","Total"
"2019","Median","Total","Total","Total","Total","Administrative and secretarial occupations","Total","Total","Total","19361","Total"
"2019","Median","Total","Total","Total","Total","Skilled trades occupations","Total","Total","Total","26963","Total"
"2019","Median","Total","Total","Total","Total","Caring, leisure and other service occupations","Total","Total","Total","14790","Total"
"2019","Median","Total","Total","Total","Total","Sales and customer service occupations","Total","Total","Total","13779","Total"
"2019","Median","Total","Total","Total","Total","Process, plant and machine operatives","Total","Total","Total","24210","Total"
"2019","Median","Total","Total","Total","Total","Elementary occupations","Total","Total","Total","14524","Total"
"2019","Median","Total","Total","Total","North East","Total","Total","Total","Total","22602","Total"
"2019","Median","Total","Total","Total","North East","Managers, directors and senior officials","Total","Total","Total","33670","acceptable"
"2019","Median","Total","Total","Total","North East","Professional occupations","Total","Total","Total","34475","Total"
"2019","Median","Total","Total","Total","North East","Associate professional and technical occupations","Total","Total","Total","27491","Total"
"2019","Median","Total","Total","Total","North East","Administrative and secretarial occupations","Total","Total","Total","18628","reasonably precise"
"2019","Median","Total","Total","Total","North East","Skilled trades occupations","Total","Total","Total","27211","Total"
"2019","Median","Total","Total","Total","North East","Caring, leisure and other service occupations","Total","Total","Total","15027","reasonably precise"
"2019","Median","Total","Total","Total","North East","Sales and customer service occupations","Total","Total","Total","13757","reasonably precise"
"2019","Median","Total","Total","Total","North East","Process, plant and machine operatives","Total","Total","Total","23477","Total"
"2019","Median","Total","Total","Total","North East","Elementary occupations","Total","Total","Total","12942","reasonably precise"
"2019","Median","Total","Total","Total","North West","Total","Total","Total","Total","23484","Total"
"2019","Median","Total","Total","Total","North West","Managers, directors and senior officials","Total","Total","Total","36692","Total"
"2019","Median","Total","Total","Total","North West","Professional occupations","Total","Total","Total","35250","Total"
"2019","Median","Total","Total","Total","North West","Associate professional and technical occupations","Total","Total","Total","29593","Total"
"2019","Median","Total","Total","Total","North West","Administrative and secretarial occupations","Total","Total","Total","19014","Total"
"2019","Median","Total","Total","Total","North West","Skilled trades occupations","Total","Total","Total","25785","Total"
"2019","Median","Total","Total","Total","North West","Caring, leisure and other service occupations","Total","Total","Total","14750","Total"
"2019","Median","Total","Total","Total","North West","Sales and customer service occupations","Total","Total","Total","14125","Total"
"2019","Median","Total","Total","Total","North West","Process, plant and machine operatives","Total","Total","Total","24124","Total"
"2019","Median","Total","Total","Total","North West","Elementary occupations","Total","Total","Total","14375","reasonably precise"
"2019","Median","Total","Total","Total","Yorkshire and The Humber","Total","Total","Total","Total","22973","Total"
"2019","Median","Total","Total","Total","Yorkshire and The Humber","Managers, directors and senior officials","Total","Total","Total","35903","reasonably precise"
"2019","Median","Total","Total","Total","Yorkshire and The Humber","Professional occupations","Total","Total","Total","34515","Total"
"2019","Median","Total","Total","Total","Yorkshire and The Humber","Associate professional and technical occupations","Total","Total","Total","27824","Total"
"2019","Median","Total","Total","Total","Yorkshire and The Humber","Administrative and secretarial occupations","Total","Total","Total","18452","Total"
"2019","Median","Total","Total","Total","Yorkshire and The Humber","Skilled trades occupations","Total","Total","Total","27236","Total"
"2019","Median","Total","Total","Total","Yorkshire and The Humber","Caring, leisure and other service occupations","Total","Total","Total","13842","Total"
"2019","Median","Total","Total","Total","Yorkshire and The Humber","Sales and customer service occupations","Total","Total","Total","13705","Total"
"2019","Median","Total","Total","Total","Yorkshire and The Humber","Process, plant and machine operatives","Total","Total","Total","23387","Total"
"2019","Median","Total","Total","Total","Yorkshire and The Humber","Elementary occupations","Total","Total","Total","14237","reasonably precise"
"2019","Median","Total","Total","Total","East Midlands","Total","Total","Total","Total","23070","Total"
"2019","Median","Total","Total","Total","East Midlands","Managers, directors and senior officials","Total","Total","Total","35883","reasonably precise"
"2019","Median","Total","Total","Total","East Midlands","Professional occupations","Total","Total","Total","34606","Total"
"2019","Median","Total","Total","Total","East Midlands","Associate professional and technical occupations","Total","Total","Total","28676","Total"
"2019","Median","Total","Total","Total","East Midlands","Administrative and secretarial occupations","Total","Total","Total","17889","Total"
"2019","Median","Total","Total","Total","East Midlands","Skilled trades occupations","Total","Total","Total","27447","Total"
"2019","Median","Total","Total","Total","East Midlands","Caring, leisure and other service occupations","Total","Total","Total","14643","Total"
"2019","Median","Total","Total","Total","East Midlands","Sales and customer service occupations","Total","Total","Total","13063","reasonably precise"
"2019","Median","Total","Total","Total","East Midlands","Process, plant and machine operatives","Total","Total","Total","23346","Total"
"2019","Median","Total","Total","Total","East Midlands","Elementary occupations","Total","Total","Total","15255","reasonably precise"
"2019","Median","Total","Total","Total","West Midlands","Total","Total","Total","Total","23870","Total"
"2019","Median","Total","Total","Total","West Midlands","Managers, directors and senior officials","Total","Total","Total","39219","Total"
"2019","Median","Total","Total","Total","West Midlands","Professional occupations","Total","Total","Total","34143","Total"
"2019","Median","Total","Total","Total","West Midlands","Associate professional and technical occupations","Total","Total","Total","29989","Total"
"2019","Median","Total","Total","Total","West Midlands","Administrative and secretarial occupations","Total","Total","Total","18742","Total"
"2019","Median","Total","Total","Total","West Midlands","Skilled trades occupations","Total","Total","Total","26981","Total"
"2019","Median","Total","Total","Total","West Midlands","Caring, leisure and other service occupations","Total","Total","Total","14414","Total"
"2019","Median","Total","Total","Total","West Midlands","Sales and customer service occupations","Total","Total","Total","13467","Total"
"2019","Median","Total","Total","Total","West Midlands","Process, plant and machine operatives","Total","Total","Total","23318","Total"
"2019","Median","Total","Total","Total","West Midlands","Elementary occupations","Total","Total","Total","15090","reasonably precise"
"2019","Median","Total","Total","Total","East","Total","Total","Total","Total","24447","Total"
"2019","Median","Total","Total","Total","East","Managers, directors and senior officials","Total","Total","Total","40483","Total"
"2019","Median","Total","Total","Total","East","Professional occupations","Total","Total","Total","34647","Total"
"2019","Median","Total","Total","Total","East","Associate professional and technical occupations","Total","Total","Total","30756","Total"
"2019","Median","Total","Total","Total","East","Administrative and secretarial occupations","Total","Total","Total","18711","Total"
"2019","Median","Total","Total","Total","East","Skilled trades occupations","Total","Total","Total","27905","Total"
"2019","Median","Total","Total","Total","East","Caring, leisure and other service occupations","Total","Total","Total","13743","reasonably precise"
"2019","Median","Total","Total","Total","East","Sales and customer service occupations","Total","Total","Total","13048","Total"
"2019","Median","Total","Total","Total","East","Process, plant and machine operatives","Total","Total","Total","25248","Total"
"2019","Median","Total","Total","Total","East","Elementary occupations","Total","Total","Total","14008","reasonably precise"
"2019","Median","Total","Total","Total","London","Total","Total","Total","Total","33875","Total"
"2019","Median","Total","Total","Total","London","Managers, directors and senior officials","Total","Total","Total","60867","Total"
"2019","Median","Total","Total","Total","London","Professional occupations","Total","Total","Total","42776","Total"
"2019","Median","Total","Total","Total","London","Associate professional and technical occupations","Total","Total","Total","37095","Total"
"2019","Median","Total","Total","Total","London","Administrative and secretarial occupations","Total","Total","Total","25813","Total"
"2019","Median","Total","Total","Total","London","Skilled trades occupations","Total","Total","Total","28031","Total"
"2019","Median","Total","Total","Total","London","Caring, leisure and other service occupations","Total","Total","Total","17504","Total"
"2019","Median","Total","Total","Total","London","Sales and customer service occupations","Total","Total","Total","16354","Total"
"2019","Median","Total","Total","Total","London","Process, plant and machine operatives","Total","Total","Total","31685","Total"
"2019","Median","Total","Total","Total","London","Elementary occupations","Total","Total","Total","16809","Total"
"2019","Median","Total","Total","Total","South East","Total","Total","Total","Total","26215","Total"
"2019","Median","Total","Total","Total","South East","Managers, directors and senior officials","Total","Total","Total","40000","Total"
"2019","Median","Total","Total","Total","South East","Professional occupations","Total","Total","Total","36693","Total"
"2019","Median","Total","Total","Total","South East","Associate professional and technical occupations","Total","Total","Total","32452","Total"
"2019","Median","Total","Total","Total","South East","Administrative and secretarial occupations","Total","Total","Total","19229","Total"
"2019","Median","Total","Total","Total","South East","Skilled trades occupations","Total","Total","Total","27540","Total"
"2019","Median","Total","Total","Total","South East","Caring, leisure and other service occupations","Total","Total","Total","14213","Total"
"2019","Median","Total","Total","Total","South East","Sales and customer service occupations","Total","Total","Total","13993","Total"
"2019","Median","Total","Total","Total","South East","Process, plant and machine operatives","Total","Total","Total","25192","Total"
"2019","Median","Total","Total","Total","South East","Elementary occupations","Total","Total","Total","14457","reasonably precise"
"2019","Median","Total","Total","Total","South West","Total","Total","Total","Total","22754","Total"
"2019","Median","Total","Total","Total","South West","Managers, directors and senior officials","Total","Total","Total","34605","reasonably precise"
"2019","Median","Total","Total","Total","South West","Professional occupations","Total","Total","Total","33351","Total"
"2019","Median","Total","Total","Total","South West","Associate professional and technical occupations","Total","Total","Total","28516","Total"
"2019","Median","Total","Total","Total","South West","Administrative and secretarial occupations","Total","Total","Total","17652","Total"
"2019","Median","Total","Total","Total","South West","Skilled trades occupations","Total","Total","Total","25894","reasonably precise"
"2019","Median","Total","Total","Total","South West","Caring, leisure and other service occupations","Total","Total","Total","13819","Total"
"2019","Median","Total","Total","Total","South West","Sales and customer service occupations","Total","Total","Total","12590","reasonably precise"
"2019","Median","Total","Total","Total","South West","Process, plant and machine operatives","Total","Total","Total","23830","Total"
"2019","Median","Total","Total","Total","South West","Elementary occupations","Total","Total","Total","13615","reasonably precise"
"2019","Median","Total","Total","Total","Wales","Total","Total","Total","Total","22701","Total"
"2019","Median","Total","Total","Total","Wales","Managers, directors and senior officials","Total","Total","Total","33820","reasonably precise"
"2019","Median","Total","Total","Total","Wales","Professional occupations","Total","Total","Total","34856","Total"
"2019","Median","Total","Total","Total","Wales","Associate professional and technical occupations","Total","Total","Total","27894","Total"
"2019","Median","Total","Total","Total","Wales","Administrative and secretarial occupations","Total","Total","Total","18856","Total"
"2019","Median","Total","Total","Total","Wales","Skilled trades occupations","Total","Total","Total","25597","acceptable"
"2019","Median","Total","Total","Total","Wales","Caring, leisure and other service occupations","Total","Total","Total","14705","Total"
"2019","Median","Total","Total","Total","Wales","Sales and customer service occupations","Total","Total","Total","12943","reasonably precise"
"2019","Median","Total","Total","Total","Wales","Process, plant and machine operatives","Total","Total","Total","22972","Total"
"2019","Median","Total","Total","Total","Wales","Elementary occupations","Total","Total","Total","15236","reasonably precise"
"2019","Median","Total","Total","Total","Scotland","Total","Total","Total","Total","24559","Total"
"2019","Median","Total","Total","Total","Scotland","Managers, directors and senior officials","Total","Total","Total","39804","reasonably precise"
"2019","Median","Total","Total","Total","Scotland","Professional occupations","Total","Total","Total","34878","Total"
"2019","Median","Total","Total","Total","Scotland","Associate professional and technical occupations","Total","Total","Total","30183","Total"
"2019","Median","Total","Total","Total","Scotland","Administrative and secretarial occupations","Total","Total","Total","19525","Total"
"2019","Median","Total","Total","Total","Scotland","Skilled trades occupations","Total","Total","Total","27469","Total"
"2019","Median","Total","Total","Total","Scotland","Caring, leisure and other service occupations","Total","Total","Total","15491","Total"
"2019","Median","Total","Total","Total","Scotland","Sales and customer service occupations","Total","Total","Total","14059","Total"
"2019","Median","Total","Total","Total","Scotland","Process, plant and machine operatives","Total","Total","Total","23569","Total"
"2019","Median","Total","Total","Total","Scotland","Elementary occupations","Total","Total","Total","13519","reasonably precise"
"2019","Median","Total","Total","Total","Northern Ireland","Total","Total","Total","Total","22459","Total"
"2019","Median","Male","Total","Total","Total","Managers, directors and senior officials","Total","Total","Total","45581","Total"
"2019","Median","Male","Total","Total","Total","Professional occupations","Total","Total","Total","41408","Total"
"2019","Median","Male","Total","Total","Total","Associate professional and technical occupations","Total","Total","Total","35000","Total"
"2019","Median","Male","Total","Total","Total","Administrative and secretarial occupations","Total","Total","Total","23865","Total"
"2019","Median","Male","Total","Total","Total","Skilled trades occupations","Total","Total","Total","28059","Total"
"2019","Median","Male","Total","Total","Total","Caring, leisure and other service occupations","Total","Total","Total","18999","Total"
"2019","Median","Male","Total","Total","Total","Sales and customer service occupations","Total","Total","Total","17700","Total"
"2019","Median","Male","Total","Total","Total","Process, plant and machine operatives","Total","Total","Total","25436","Total"
"2019","Median","Male","Total","Total","Total","Elementary occupations","Total","Total","Total","19488","Total"
"2019","Median","Male","Total","Total","North East","Total","Total","Total","Total","27406","Total"
"2019","Median","Male","Total","Total","North East","Managers, directors and senior officials","Total","Total","Total","40285","acceptable"
"2019","Median","Male","Total","Total","North East","Professional occupations","Total","Total","Total","38203","Total"
"2019","Median","Male","Total","Total","North East","Associate professional and technical occupations","Total","Total","Total","30721","Total"
"2019","Median","Male","Total","Total","North East","Administrative and secretarial occupations","Total","Total","Total","21503","reasonably precise"
"2019","Median","Male","Total","Total","North East","Skilled trades occupations","Total","Total","Total","28004","Total"
"2019","Median","Male","Total","Total","North East","Caring, leisure and other service occupations","Total","Total","Total","19767","reasonably precise"
"2019","Median","Male","Total","Total","North East","Sales and customer service occupations","Total","Total","Total","17712","reasonably precise"
"2019","Median","Male","Total","Total","North East","Process, plant and machine operatives","Total","Total","Total","24368","Total"
"2019","Median","Male","Total","Total","North East","Elementary occupations","Total","Total","Total","19541","Total"
"2019","Median","Male","Total","Total","North West","Total","Total","Total","Total","28390","Total"
"2019","Median","Male","Total","Total","North West","Managers, directors and senior officials","Total","Total","Total","40091","reasonably precise"
"2019","Median","Male","Total","Total","North West","Professional occupations","Total","Total","Total","39561","Total"
"2019","Median","Male","Total","Total","North West","Associate professional and technical occupations","Total","Total","Total","33112","Total"
"2019","Median","Male","Total","Total","North West","Administrative and secretarial occupations","Total","Total","Total","21891","Total"
"2019","Median","Male","Total","Total","North West","Skilled trades occupations","Total","Total","Total","27005","Total"
"2019","Median","Male","Total","Total","North West","Caring, leisure and other service occupations","Total","Total","Total","18672","Total"
"2019","Median","Male","Total","Total","North West","Sales and customer service occupations","Total","Total","Total","17628","Total"
"2019","Median","Male","Total","Total","North West","Process, plant and machine operatives","Total","Total","Total","24910","Total"
"2019","Median","Male","Total","Total","North West","Elementary occupations","Total","Total","Total","19395","Total"
"2019","Median","Male","Total","Total","Yorkshire and The Humber","Total","Total","Total","Total","28036","Total"
"2019","Median","Male","Total","Total","Yorkshire and The Humber","Managers, directors and senior officials","Total","Total","Total","39067","acceptable"
"2019","Median","Male","Total","Total","Yorkshire and The Humber","Professional occupations","Total","Total","Total","38836","Total"
"2019","Median","Male","Total","Total","Yorkshire and The Humber","Associate professional and technical occupations","Total","Total","Total","31777","reasonably precise"
"2019","Median","Male","Total","Total","Yorkshire and The Humber","Administrative and secretarial occupations","Total","Total","Total","22704","Total"
"2019","Median","Male","Total","Total","Yorkshire and The Humber","Skilled trades occupations","Total","Total","Total","28336","Total"
"2019","Median","Male","Total","Total","Yorkshire and The Humber","Caring, leisure and other service occupations","Total","Total","Total","17908","Total"
"2019","Median","Male","Total","Total","Yorkshire and The Humber","Sales and customer service occupations","Total","Total","Total","17903","Total"
"2019","Median","Male","Total","Total","Yorkshire and The Humber","Process, plant and machine operatives","Total","Total","Total","24817","reasonably precise"
"2019","Median","Male","Total","Total","Yorkshire and The Humber","Elementary occupations","Total","Total","Total","19589","Total"
"2019","Median","Male","Total","Total","East Midlands","Total","Total","Total","Total","28689","Total"
"2019","Median","Male","Total","Total","East Midlands","Managers, directors and senior officials","Total","Total","Total","40147","reasonably precise"
"2019","Median","Male","Total","Total","East Midlands","Professional occupations","Total","Total","Total","39084","Total"
"2019","Median","Male","Total","Total","East Midlands","Associate professional and technical occupations","Total","Total","Total","32999","Total"
"2019","Median","Male","Total","Total","East Midlands","Administrative and secretarial occupations","Total","Total","Total","23291","Total"
"2019","Median","Male","Total","Total","East Midlands","Skilled trades occupations","Total","Total","Total","28447","reasonably precise"
"2019","Median","Male","Total","Total","East Midlands","Caring, leisure and other service occupations","Total","Total","Total","18334","reasonably precise"
"2019","Median","Male","Total","Total","East Midlands","Sales and customer service occupations","Total","Total","Total","17812","Total"
"2019","Median","Male","Total","Total","East Midlands","Process, plant and machine operatives","Total","Total","Total","25007","Total"
"2019","Median","Male","Total","Total","East Midlands","Elementary occupations","Total","Total","Total","19576","Total"
"2019","Median","Male","Total","Total","West Midlands","Total","Total","Total","Total","28935","Total"
"2019","Median","Male","Total","Total","West Midlands","Managers, directors and senior officials","Total","Total","Total","43796","reasonably precise"
"2019","Median","Male","Total","Total","West Midlands","Professional occupations","Total","Total","Total","39594","Total"
"2019","Median","Male","Total","Total","West Midlands","Associate professional and technical occupations","Total","Total","Total","34299","Total"
"2019","Median","Male","Total","Total","West Midlands","Administrative and secretarial occupations","Total","Total","Total","23567","reasonably precise"
"2019","Median","Male","Total","Total","West Midlands","Skilled trades occupations","Total","Total","Total","27823","Total"
"2019","Median","Male","Total","Total","West Midlands","Caring, leisure and other service occupations","Total","Total","Total","18773","reasonably precise"
"2019","Median","Male","Total","Total","West Midlands","Sales and customer service occupations","Total","Total","Total","17305","Total"
"2019","Median","Male","Total","Total","West Midlands","Process, plant and machine operatives","Total","Total","Total","24684","Total"
"2019","Median","Male","Total","Total","West Midlands","Elementary occupations","Total","Total","Total","19171","Total"
"2019","Median","Male","Total","Total","East","Total","Total","Total","Total","30450","Total"
"2019","Median","Male","Total","Total","East","Managers, directors and senior officials","Total","Total","Total","44580","Total"
"2019","Median","Male","Total","Total","East","Professional occupations","Total","Total","Total","41753","Total"
"2019","Median","Male","Total","Total","East","Associate professional and technical occupations","Total","Total","Total","34751","Total"
"2019","Median","Male","Total","Total","East","Administrative and secretarial occupations","Total","Total","Total","24936","reasonably precise"
"2019","Median","Male","Total","Total","East","Skilled trades occupations","Total","Total","Total","29238","Total"
"2019","Median","Male","Total","Total","East","Caring, leisure and other service occupations","Total","Total","Total","19011","reasonably precise"
"2019","Median","Male","Total","Total","East","Sales and customer service occupations","Total","Total","Total","18445","Total"
"2019","Median","Male","Total","Total","East","Process, plant and machine operatives","Total","Total","Total","26459","Total"
"2019","Median","Male","Total","Total","East","Elementary occupations","Total","Total","Total","19992","Total"
"2019","Median","Male","Total","Total","London","Total","Total","Total","Total","39796","Total"
"2019","Median","Male","Total","Total","London","Managers, directors and senior officials","Total","Total","Total","66607","Total"
"2019","Median","Male","Total","Total","London","Professional occupations","Total","Total","Total","47741","Total"
"2019","Median","Male","Total","Total","London","Associate professional and technical occupations","Total","Total","Total","40537","Total"
"2019","Median","Male","Total","Total","London","Administrative and secretarial occupations","Total","Total","Total","28782","Total"
"2019","Median","Male","Total","Total","London","Skilled trades occupations","Total","Total","Total","29154","Total"
"2019","Median","Male","Total","Total","London","Caring, leisure and other service occupations","Total","Total","Total","21727","reasonably precise"
"2019","Median","Male","Total","Total","London","Sales and customer service occupations","Total","Total","Total","18456","Total"
"2019","Median","Male","Total","Total","London","Process, plant and machine operatives","Total","Total","Total","32587","Total"
"2019","Median","Male","Total","Total","London","Elementary occupations","Total","Total","Total","21027","Total"
"2019","Median","Male","Total","Total","South East","Total","Total","Total","Total","32453","Total"
"2019","Median","Male","Total","Total","South East","Managers, directors and senior officials","Total","Total","Total","44298","reasonably precise"
"2019","Median","Male","Total","Total","South East","Professional occupations","Total","Total","Total","42710","Total"
"2019","Median","Male","Total","Total","South East","Associate professional and technical occupations","Total","Total","Total","37811","Total"
"2019","Median","Male","Total","Total","South East","Administrative and secretarial occupations","Total","Total","Total","25665","Total"
"2019","Median","Male","Total","Total","South East","Skilled trades occupations","Total","Total","Total","28827","Total"
"2019","Median","Male","Total","Total","South East","Caring, leisure and other service occupations","Total","Total","Total","19867","reasonably precise"
"2019","Median","Male","Total","Total","South East","Sales and customer service occupations","Total","Total","Total","17716","Total"
"2019","Median","Male","Total","Total","South East","Process, plant and machine operatives","Total","Total","Total","26513","Total"
"2019","Median","Male","Total","Total","South East","Elementary occupations","Total","Total","Total","19480","Total"
"2019","Median","Male","Total","Total","South West","Total","Total","Total","Total","28771","Total"
"2019","Median","Male","Total","Total","South West","Managers, directors and senior officials","Total","Total","Total","39878","reasonably precise"
"2019","Median","Male","Total","Total","South West","Professional occupations","Total","Total","Total","39785","Total"
"2019","Median","Male","Total","Total","South West","Associate professional and technical occupations","Total","Total","Total","32487","Total"
"2019","Median","Male","Total","Total","South West","Administrative and secretarial occupations","Total","Total","Total","22832","reasonably precise"
"2019","Median","Male","Total","Total","South West","Skilled trades occupations","Total","Total","Total","27000","reasonably precise"
"2019","Median","Male","Total","Total","South West","Caring, leisure and other service occupations","Total","Total","Total","17813","reasonably precise"
"2019","Median","Male","Total","Total","South West","Sales and customer service occupations","Total","Total","Total","17185","reasonably precise"
"2019","Median","Male","Total","Total","South West","Process, plant and machine operatives","Total","Total","Total","24569","Total"
"2019","Median","Male","Total","Total","South West","Elementary occupations","Total","Total","Total","19129","reasonably precise"
"2019","Median","Male","Total","Total","Wales","Total","Total","Total","Total","26960","Total"
"2019","Median","Male","Total","Total","Wales","Managers, directors and senior officials","Total","Total","Total","35464","reasonably precise"
"2019","Median","Male","Total","Total","Wales","Professional occupations","Total","Total","Total","38471","Total"
"2019","Median","Male","Total","Total","Wales","Associate professional and technical occupations","Total","Total","Total","31246","Total"
"2019","Median","Male","Total","Total","Wales","Administrative and secretarial occupations","Total","Total","Total","22882","Total"
"2019","Median","Male","Total","Total","Wales","Skilled trades occupations","Total","Total","Total","27120","acceptable"
"2019","Median","Male","Total","Total","Wales","Caring, leisure and other service occupations","Total","Total","Total","18366","reasonably precise"
"2019","Median","Male","Total","Total","Wales","Sales and customer service occupations","Total","Total","Total","16613","reasonably precise"
"2019","Median","Male","Total","Total","Wales","Process, plant and machine operatives","Total","Total","Total","23648","Total"
"2019","Median","Male","Total","Total","Wales","Elementary occupations","Total","Total","Total","19017","Total"
"2019","Median","Male","Total","Total","Scotland","Total","Total","Total","Total","30021","Total"
"2019","Median","Male","Total","Total","Scotland","Managers, directors and senior officials","Total","Total","Total","46752","reasonably precise"
"2019","Median","Male","Total","Total","Scotland","Professional occupations","Total","Total","Total","40000","Total"
"2019","Median","Male","Total","Total","Scotland","Associate professional and technical occupations","Total","Total","Total","33432","Total"
"2019","Median","Male","Total","Total","Scotland","Administrative and secretarial occupations","Total","Total","Total","23125","Total"
"2019","Median","Male","Total","Total","Scotland","Skilled trades occupations","Total","Total","Total","28600","Total"
"2019","Median","Male","Total","Total","Scotland","Caring, leisure and other service occupations","Total","Total","Total","18664","acceptable"
"2019","Median","Male","Total","Total","Scotland","Sales and customer service occupations","Total","Total","Total","17883","Total"
"2019","Median","Male","Total","Total","Scotland","Process, plant and machine operatives","Total","Total","Total","24958","Total"
"2019","Median","Male","Total","Total","Scotland","Elementary occupations","Total","Total","Total","18850","Total"
"2019","Median","Male","Total","Total","Northern Ireland","Total","Total","Total","Total","26537","Total"
"2019","Median","Female","Total","Total","Total","Managers, directors and senior officials","Total","Total","Total","33755","Total"
"2019","Median","Female","Total","Total","Total","Professional occupations","Total","Total","Total","31525","Total"
"2019","Median","Female","Total","Total","Total","Associate professional and technical occupations","Total","Total","Total","26364","Total"
"2019","Median","Female","Total","Total","Total","Administrative and secretarial occupations","Total","Total","Total","18018","Total"
"2019","Median","Female","Total","Total","Total","Skilled trades occupations","Total","Total","Total","17102","Total"
"2019","Median","Female","Total","Total","Total","Caring, leisure and other service occupations","Total","Total","Total","13935","Total"
"2019","Median","Female","Total","Total","Total","Sales and customer service occupations","Total","Total","Total","11929","Total"
"2019","Median","Female","Total","Total","Total","Process, plant and machine operatives","Total","Total","Total","18112","Total"
"2019","Median","Female","Total","Total","Total","Elementary occupations","Total","Total","Total","9183","Total"
"2019","Median","Female","Total","Total","North East","Total","Total","Total","Total","18327","Total"
"2019","Median","Female","Total","Total","North East","Managers, directors and senior officials","Total","Total","Total","25906","acceptable"
"2019","Median","Female","Total","Total","North East","Professional occupations","Total","Total","Total","31074","Total"
"2019","Median","Female","Total","Total","North East","Associate professional and technical occupations","Total","Total","Total","23323","reasonably precise"
"2019","Median","Female","Total","Total","North East","Administrative and secretarial occupations","Total","Total","Total","17588","reasonably precise"
"2019","Median","Female","Total","Total","North East","Skilled trades occupations","Total","Total","Total","15904","acceptable"
"2019","Median","Female","Total","Total","North East","Caring, leisure and other service occupations","Total","Total","Total","14068","acceptable"
"2019","Median","Female","Total","Total","North East","Sales and customer service occupations","Total","Total","Total","12268","reasonably precise"
"2019","Median","Female","Total","Total","North East","Process, plant and machine operatives","Total","Total","Total","18054","acceptable"
"2019","Median","Female","Total","Total","North East","Elementary occupations","Total","Total","Total","7784","reasonably precise"
