"Year","Units","Sex","WorkingPattern","AgeGroup","WorkRegion","Occupation","Industry","Ethnicity","Impairment","Value","comment"
"2019","Median","Female","Total","Total","South East","Caring, leisure and other service occupations","Total",NA,NA,"13204","Total"
"2019","Median","Female","Total","Total","South East","Sales and customer service occupations","Total",NA,NA,"12306","Total"
"2019","Median","Female","Total","Total","South East","Process, plant and machine operatives","Total",NA,NA,"19697","reasonably precise"
"2019","Median","Female","Total","Total","South East","Elementary occupations","Total",NA,NA,"8901","reasonably precise"
"2019","Median","Female","Total","Total","South West","Total","Total",NA,NA,"17714","Total"
"2019","Median","Female","Total","Total","South West","Managers, directors and senior officials","Total",NA,NA,"27639","reasonably precise"
"2019","Median","Female","Total","Total","South West","Professional occupations","Total",NA,NA,"28098","Total"
"2019","Median","Female","Total","Total","South West","Associate professional and technical occupations","Total",NA,NA,"23446","Total"
"2019","Median","Female","Total","Total","South West","Administrative and secretarial occupations","Total",NA,NA,"16411","Total"
"2019","Median","Female","Total","Total","South West","Skilled trades occupations","Total",NA,NA,"16481","reasonably precise"
"2019","Median","Female","Total","Total","South West","Caring, leisure and other service occupations","Total",NA,NA,"12909","reasonably precise"
"2019","Median","Female","Total","Total","South West","Sales and customer service occupations","Total",NA,NA,"10896","reasonably precise"
"2019","Median","Female","Total","Total","South West","Process, plant and machine operatives","Total",NA,NA,"18741","reasonably precise"
"2019","Median","Female","Total","Total","South West","Elementary occupations","Total",NA,NA,"8139","reasonably precise"
"2019","Median","Female","Total","Total","Wales","Total","Total",NA,NA,"18552","Total"
"2019","Median","Female","Total","Total","Wales","Managers, directors and senior officials","Total",NA,NA,"30407","acceptable"
"2019","Median","Female","Total","Total","Wales","Professional occupations","Total",NA,NA,"31904","Total"
"2019","Median","Female","Total","Total","Wales","Associate professional and technical occupations","Total",NA,NA,"24770","Total"
"2019","Median","Female","Total","Total","Wales","Administrative and secretarial occupations","Total",NA,NA,"17834","Total"
"2019","Median","Female","Total","Total","Wales","Skilled trades occupations","Total",NA,NA,"16148","reasonably precise"
"2019","Median","Female","Total","Total","Wales","Caring, leisure and other service occupations","Total",NA,NA,"14113","Total"
"2019","Median","Female","Total","Total","Wales","Sales and customer service occupations","Total",NA,NA,"11640","reasonably precise"
"2019","Median","Female","Total","Total","Wales","Process, plant and machine operatives","Total",NA,NA,"18318","reasonably precise"
"2019","Median","Female","Total","Total","Wales","Elementary occupations","Total",NA,NA,"9296","acceptable"
"2019","Median","Female","Total","Total","Scotland","Total","Total",NA,NA,"20351","Total"
"2019","Median","Female","Total","Total","Scotland","Managers, directors and senior officials","Total",NA,NA,"31217","reasonably precise"
"2019","Median","Female","Total","Total","Scotland","Professional occupations","Total",NA,NA,"30707","Total"
"2019","Median","Female","Total","Total","Scotland","Associate professional and technical occupations","Total",NA,NA,"25839","Total"
"2019","Median","Female","Total","Total","Scotland","Administrative and secretarial occupations","Total",NA,NA,"18294","Total"
"2019","Median","Female","Total","Total","Scotland","Skilled trades occupations","Total",NA,NA,"14360","acceptable"
"2019","Median","Female","Total","Total","Scotland","Caring, leisure and other service occupations","Total",NA,NA,"14921","Total"
"2019","Median","Female","Total","Total","Scotland","Sales and customer service occupations","Total",NA,NA,"12056","Total"
"2019","Median","Female","Total","Total","Scotland","Process, plant and machine operatives","Total",NA,NA,NA,"unacceptable"
"2019","Median","Female","Total","Total","Scotland","Elementary occupations","Total",NA,NA,"10106","reasonably precise"
"2019","Median","Female","Total","Total","Northern Ireland","Total","Total",NA,NA,"18371","Total"
"2019","Median","Total","Full-Time","Total","","Managers, directors and senior officials","Total",NA,NA,"44774","Total"
"2019","Median","Total","Full-Time","Total","","Professional occupations","Total",NA,NA,"39406","Total"
"2019","Median","Total","Full-Time","Total","","Associate professional and technical occupations","Total",NA,NA,"33077","Total"
"2019","Median","Total","Full-Time","Total","","Administrative and secretarial occupations","Total",NA,NA,"23484","Total"
"2019","Median","Total","Full-Time","Total","","Skilled trades occupations","Total",NA,NA,"28275","Total"
"2019","Median","Total","Full-Time","Total","","Caring, leisure and other service occupations","Total",NA,NA,"19393","Total"
"2019","Median","Total","Full-Time","Total","","Sales and customer service occupations","Total",NA,NA,"20416","Total"
"2019","Median","Total","Full-Time","Total","","Process, plant and machine operatives","Total",NA,NA,"25741","Total"
"2019","Median","Total","Full-Time","Total","","Elementary occupations","Total",NA,NA,"20558","Total"
"2019","Median","Total","Full-Time","Total","North East","Total","Total",NA,NA,"27234","Total"
"2019","Median","Total","Full-Time","Total","North East","Managers, directors and senior officials","Total",NA,NA,"38046","acceptable"
"2019","Median","Total","Full-Time","Total","North East","Professional occupations","Total",NA,NA,"36174","Total"
"2019","Median","Total","Full-Time","Total","North East","Associate professional and technical occupations","Total",NA,NA,"29919","Total"
"2019","Median","Total","Full-Time","Total","North East","Administrative and secretarial occupations","Total",NA,NA,"21547","Total"
"2019","Median","Total","Full-Time","Total","North East","Skilled trades occupations","Total",NA,NA,"28039","Total"
"2019","Median","Total","Full-Time","Total","North East","Caring, leisure and other service occupations","Total",NA,NA,"18332","reasonably precise"
"2019","Median","Total","Full-Time","Total","North East","Sales and customer service occupations","Total",NA,NA,"20138","Total"
"2019","Median","Total","Full-Time","Total","North East","Process, plant and machine operatives","Total",NA,NA,"24454","Total"
"2019","Median","Total","Full-Time","Total","North East","Elementary occupations","Total",NA,NA,"20294","reasonably precise"
"2019","Median","Total","Full-Time","Total","North West","Total","Total",NA,NA,"28175","Total"
"2019","Median","Total","Full-Time","Total","North West","Managers, directors and senior officials","Total",NA,NA,"40000","Total"
"2019","Median","Total","Full-Time","Total","North West","Professional occupations","Total",NA,NA,"37949","Total"
"2019","Median","Total","Full-Time","Total","North West","Associate professional and technical occupations","Total",NA,NA,"31238","Total"
"2019","Median","Total","Full-Time","Total","North West","Administrative and secretarial occupations","Total",NA,NA,"21603","Total"
"2019","Median","Total","Full-Time","Total","North West","Skilled trades occupations","Total",NA,NA,"27231","Total"
"2019","Median","Total","Full-Time","Total","North West","Caring, leisure and other service occupations","Total",NA,NA,"18771","Total"
"2019","Median","Total","Full-Time","Total","North West","Sales and customer service occupations","Total",NA,NA,"19587","Total"
"2019","Median","Total","Full-Time","Total","North West","Process, plant and machine operatives","Total",NA,NA,"25229","Total"
"2019","Median","Total","Full-Time","Total","North West","Elementary occupations","Total",NA,NA,"20387","Total"
"2019","Median","Total","Full-Time","Total","Yorkshire and The Humber","Total","Total",NA,NA,"27879","Total"
"2019","Median","Total","Full-Time","Total","Yorkshire and The Humber","Managers, directors and senior officials","Total",NA,NA,"38769","reasonably precise"
"2019","Median","Total","Full-Time","Total","Yorkshire and The Humber","Professional occupations","Total",NA,NA,"36951","Total"
"2019","Median","Total","Full-Time","Total","Yorkshire and The Humber","Associate professional and technical occupations","Total",NA,NA,"29952","Total"
"2019","Median","Total","Full-Time","Total","Yorkshire and The Humber","Administrative and secretarial occupations","Total",NA,NA,"21779","Total"
"2019","Median","Total","Full-Time","Total","Yorkshire and The Humber","Skilled trades occupations","Total",NA,NA,"28563","Total"
"2019","Median","Total","Full-Time","Total","Yorkshire and The Humber","Caring, leisure and other service occupations","Total",NA,NA,"18266","Total"
"2019","Median","Total","Full-Time","Total","Yorkshire and The Humber","Sales and customer service occupations","Total",NA,NA,"19638","Total"
"2019","Median","Total","Full-Time","Total","Yorkshire and The Humber","Process, plant and machine operatives","Total",NA,NA,"24824","Total"
"2019","Median","Total","Full-Time","Total","Yorkshire and The Humber","Elementary occupations","Total",NA,NA,"20382","Total"
"2019","Median","Total","Full-Time","Total","East Midlands","Total","Total",NA,NA,"28044","Total"
"2019","Median","Total","Full-Time","Total","East Midlands","Managers, directors and senior officials","Total",NA,NA,"39180","reasonably precise"
"2019","Median","Total","Full-Time","Total","East Midlands","Professional occupations","Total",NA,NA,"37854","Total"
"2019","Median","Total","Full-Time","Total","East Midlands","Associate professional and technical occupations","Total",NA,NA,"30544","Total"
"2019","Median","Total","Full-Time","Total","East Midlands","Administrative and secretarial occupations","Total",NA,NA,"21961","Total"
"2019","Median","Total","Full-Time","Total","East Midlands","Skilled trades occupations","Total",NA,NA,"28396","Total"
"2019","Median","Total","Full-Time","Total","East Midlands","Caring, leisure and other service occupations","Total",NA,NA,"18381","Total"
"2019","Median","Total","Full-Time","Total","East Midlands","Sales and customer service occupations","Total",NA,NA,"19763","Total"
"2019","Median","Total","Full-Time","Total","East Midlands","Process, plant and machine operatives","Total",NA,NA,"24768","Total"
"2019","Median","Total","Full-Time","Total","East Midlands","Elementary occupations","Total",NA,NA,"20157","Total"
"2019","Median","Total","Full-Time","Total","West Midlands","Total","Total",NA,NA,"28549","Total"
"2019","Median","Total","Full-Time","Total","West Midlands","Managers, directors and senior officials","Total",NA,NA,"42229","Total"
"2019","Median","Total","Full-Time","Total","West Midlands","Professional occupations","Total",NA,NA,"38462","Total"
"2019","Median","Total","Full-Time","Total","West Midlands","Associate professional and technical occupations","Total",NA,NA,"31552","Total"
"2019","Median","Total","Full-Time","Total","West Midlands","Administrative and secretarial occupations","Total",NA,NA,"22854","Total"
"2019","Median","Total","Full-Time","Total","West Midlands","Skilled trades occupations","Total",NA,NA,"27856","Total"
"2019","Median","Total","Full-Time","Total","West Midlands","Caring, leisure and other service occupations","Total",NA,NA,"18577","Total"
"2019","Median","Total","Full-Time","Total","West Midlands","Sales and customer service occupations","Total",NA,NA,"20022","Total"
"2019","Median","Total","Full-Time","Total","West Midlands","Process, plant and machine operatives","Total",NA,NA,"24558","Total"
"2019","Median","Total","Full-Time","Total","West Midlands","Elementary occupations","Total",NA,NA,"19873","Total"
"2019","Median","Total","Full-Time","Total","East","Total","Total",NA,NA,"30350","Total"
"2019","Median","Total","Full-Time","Total","East","Managers, directors and senior officials","Total",NA,NA,"44664","Total"
"2019","Median","Total","Full-Time","Total","East","Professional occupations","Total",NA,NA,"39452","Total"
"2019","Median","Total","Full-Time","Total","East","Associate professional and technical occupations","Total",NA,NA,"33334","Total"
"2019","Median","Total","Full-Time","Total","East","Administrative and secretarial occupations","Total",NA,NA,"23495","Total"
"2019","Median","Total","Full-Time","Total","East","Skilled trades occupations","Total",NA,NA,"29212","Total"
"2019","Median","Total","Full-Time","Total","East","Caring, leisure and other service occupations","Total",NA,NA,"19080","Total"
"2019","Median","Total","Full-Time","Total","East","Sales and customer service occupations","Total",NA,NA,"20148","Total"
"2019","Median","Total","Full-Time","Total","East","Process, plant and machine operatives","Total",NA,NA,"26924","Total"
"2019","Median","Total","Full-Time","Total","East","Elementary occupations","Total",NA,NA,"21192","Total"
"2019","Median","Total","Full-Time","Total","London","Total","Total",NA,NA,"39013","Total"
"2019","Median","Total","Full-Time","Total","London","Managers, directors and senior officials","Total",NA,NA,"64988","Total"
"2019","Median","Total","Full-Time","Total","London","Professional occupations","Total",NA,NA,"45603","Total"
"2019","Median","Total","Full-Time","Total","London","Associate professional and technical occupations","Total",NA,NA,"38500","Total"
"2019","Median","Total","Full-Time","Total","London","Administrative and secretarial occupations","Total",NA,NA,"29950","Total"
"2019","Median","Total","Full-Time","Total","London","Skilled trades occupations","Total",NA,NA,"29846","Total"
"2019","Median","Total","Full-Time","Total","London","Caring, leisure and other service occupations","Total",NA,NA,"22182","reasonably precise"
"2019","Median","Total","Full-Time","Total","London","Sales and customer service occupations","Total",NA,NA,"23156","Total"
"2019","Median","Total","Full-Time","Total","London","Process, plant and machine operatives","Total",NA,NA,"33044","Total"
"2019","Median","Total","Full-Time","Total","London","Elementary occupations","Total",NA,NA,"22057","Total"
"2019","Median","Total","Full-Time","Total","South East","Total","Total",NA,NA,"32127","Total"
"2019","Median","Total","Full-Time","Total","South East","Managers, directors and senior officials","Total",NA,NA,"44646","Total"
"2019","Median","Total","Full-Time","Total","South East","Professional occupations","Total",NA,NA,"40456","Total"
"2019","Median","Total","Full-Time","Total","South East","Associate professional and technical occupations","Total",NA,NA,"35603","Total"
"2019","Median","Total","Full-Time","Total","South East","Administrative and secretarial occupations","Total",NA,NA,"24651","Total"
"2019","Median","Total","Full-Time","Total","South East","Skilled trades occupations","Total",NA,NA,"29032","Total"
"2019","Median","Total","Full-Time","Total","South East","Caring, leisure and other service occupations","Total",NA,NA,"19549","Total"
"2019","Median","Total","Full-Time","Total","South East","Sales and customer service occupations","Total",NA,NA,"20688","Total"
"2019","Median","Total","Full-Time","Total","South East","Process, plant and machine operatives","Total",NA,NA,"27160","Total"
"2019","Median","Total","Full-Time","Total","South East","Elementary occupations","Total",NA,NA,"21122","Total"
"2019","Median","Total","Full-Time","Total","South West","Total","Total",NA,NA,"28721","Total"
"2019","Median","Total","Full-Time","Total","South West","Managers, directors and senior officials","Total",NA,NA,"38896","Total"
"2019","Median","Total","Full-Time","Total","South West","Professional occupations","Total",NA,NA,"37821","Total"
"2019","Median","Total","Full-Time","Total","South West","Associate professional and technical occupations","Total",NA,NA,"30967","Total"
"2019","Median","Total","Full-Time","Total","South West","Administrative and secretarial occupations","Total",NA,NA,"22230","Total"
"2019","Median","Total","Full-Time","Total","South West","Skilled trades occupations","Total",NA,NA,"27026","reasonably precise"
"2019","Median","Total","Full-Time","Total","South West","Caring, leisure and other service occupations","Total",NA,NA,"19352","Total"
"2019","Median","Total","Full-Time","Total","South West","Sales and customer service occupations","Total",NA,NA,"21121","Total"
"2019","Median","Total","Full-Time","Total","South West","Process, plant and machine operatives","Total",NA,NA,"25419","Total"
"2019","Median","Total","Full-Time","Total","South West","Elementary occupations","Total",NA,NA,"20704","Total"
"2019","Median","Total","Full-Time","Total","Wales","Total","Total",NA,NA,"27466","Total"
"2019","Median","Total","Full-Time","Total","Wales","Managers, directors and senior officials","Total",NA,NA,"37054","reasonably precise"
"2019","Median","Total","Full-Time","Total","Wales","Professional occupations","Total",NA,NA,"37471","Total"
"2019","Median","Total","Full-Time","Total","Wales","Associate professional and technical occupations","Total",NA,NA,"29902","Total"
"2019","Median","Total","Full-Time","Total","Wales","Administrative and secretarial occupations","Total",NA,NA,"22784","Total"
"2019","Median","Total","Full-Time","Total","Wales","Skilled trades occupations","Total",NA,NA,"26851","acceptable"
"2019","Median","Total","Full-Time","Total","Wales","Caring, leisure and other service occupations","Total",NA,NA,"18988","Total"
"2019","Median","Total","Full-Time","Total","Wales","Sales and customer service occupations","Total",NA,NA,"19406","Total"
"2019","Median","Total","Full-Time","Total","Wales","Process, plant and machine operatives","Total",NA,NA,"23838","Total"
"2019","Median","Total","Full-Time","Total","Wales","Elementary occupations","Total",NA,NA,"19780","Total"
"2019","Median","Total","Full-Time","Total","Scotland","Total","Total",NA,NA,"30000","Total"
"2019","Median","Total","Full-Time","Total","Scotland","Managers, directors and senior officials","Total",NA,NA,"43027","reasonably precise"
"2019","Median","Total","Full-Time","Total","Scotland","Professional occupations","Total",NA,NA,"37646","Total"
"2019","Median","Total","Full-Time","Total","Scotland","Associate professional and technical occupations","Total",NA,NA,"32080","Total"
"2019","Median","Total","Full-Time","Total","Scotland","Administrative and secretarial occupations","Total",NA,NA,"22900","Total"
"2019","Median","Total","Full-Time","Total","Scotland","Skilled trades occupations","Total",NA,NA,"28477","Total"
"2019","Median","Total","Full-Time","Total","Scotland","Caring, leisure and other service occupations","Total",NA,NA,"20731","Total"
"2019","Median","Total","Full-Time","Total","Scotland","Sales and customer service occupations","Total",NA,NA,"20245","Total"
"2019","Median","Total","Full-Time","Total","Scotland","Process, plant and machine operatives","Total",NA,NA,"25065","Total"
"2019","Median","Total","Full-Time","Total","Scotland","Elementary occupations","Total",NA,NA,"20056","Total"
"2019","Median","Total","Full-Time","Total","Northern Ireland","Total","Total",NA,NA,"27437","Total"
"2019","Median","Total","Part-Time","Total","","Managers, directors and senior officials","Total",NA,NA,"12251","Total"
"2019","Median","Total","Part-Time","Total","","Professional occupations","Total",NA,NA,"19882","Total"
"2019","Median","Total","Part-Time","Total","","Associate professional and technical occupations","Total",NA,NA,"13168","Total"
"2019","Median","Total","Part-Time","Total","","Administrative and secretarial occupations","Total",NA,NA,"10815","Total"
"2019","Median","Total","Part-Time","Total","","Skilled trades occupations","Total",NA,NA,"11092","Total"
"2019","Median","Total","Part-Time","Total","","Caring, leisure and other service occupations","Total",NA,NA,"10144","Total"
"2019","Median","Total","Part-Time","Total","","Sales and customer service occupations","Total",NA,NA,"9064","Total"
"2019","Median","Total","Part-Time","Total","","Process, plant and machine operatives","Total",NA,NA,"10516","Total"
"2019","Median","Total","Part-Time","Total","","Elementary occupations","Total",NA,NA,"7034","Total"
"2019","Median","Total","Part-Time","Total","North East","Total","Total",NA,NA,"10607","Total"
"2019","Median","Total","Part-Time","Total","North East","Managers, directors and senior officials","Total",NA,NA,"13907","acceptable"
"2019","Median","Total","Part-Time","Total","North East","Professional occupations","Total",NA,NA,"21001","reasonably precise"
"2019","Median","Total","Part-Time","Total","North East","Associate professional and technical occupations","Total",NA,NA,"13402","reasonably precise"
"2019","Median","Total","Part-Time","Total","North East","Administrative and secretarial occupations","Total",NA,NA,NA,"unacceptable"
"2019","Median","Total","Part-Time","Total","North East","Skilled trades occupations","Total",NA,NA,"10527","acceptable"
"2019","Median","Total","Part-Time","Total","North East","Caring, leisure and other service occupations","Total",NA,NA,"10084","acceptable"
"2019","Median","Total","Part-Time","Total","North East","Sales and customer service occupations","Total",NA,NA,"9602","Total"
"2019","Median","Total","Part-Time","Total","North East","Process, plant and machine operatives","Total",NA,NA,"10249","acceptable"
"2019","Median","Total","Part-Time","Total","North East","Elementary occupations","Total",NA,NA,"6572","reasonably precise"
"2019","Median","Total","Part-Time","Total","North West","Total","Total",NA,NA,"10670","Total"
"2019","Median","Total","Part-Time","Total","North West","Managers, directors and senior officials","Total",NA,NA,NA,"unacceptable"
"2019","Median","Total","Part-Time","Total","North West","Professional occupations","Total",NA,NA,"21989","reasonably precise"
"2019","Median","Total","Part-Time","Total","North West","Associate professional and technical occupations","Total",NA,NA,"13178","reasonably precise"
"2019","Median","Total","Part-Time","Total","North West","Administrative and secretarial occupations","Total",NA,NA,"11447","reasonably precise"
"2019","Median","Total","Part-Time","Total","North West","Skilled trades occupations","Total",NA,NA,"11031","acceptable"
"2019","Median","Total","Part-Time","Total","North West","Caring, leisure and other service occupations","Total",NA,NA,"10352","Total"
"2019","Median","Total","Part-Time","Total","North West","Sales and customer service occupations","Total",NA,NA,"9147","reasonably precise"
"2019","Median","Total","Part-Time","Total","North West","Process, plant and machine operatives","Total",NA,NA,"11383","reasonably precise"
"2019","Median","Total","Part-Time","Total","North West","Elementary occupations","Total",NA,NA,"7006","Total"
"2019","Median","Total","Part-Time","Total","Yorkshire and The Humber","Total","Total",NA,NA,"10452","Total"
"2019","Median","Total","Part-Time","Total","Yorkshire and The Humber","Managers, directors and senior officials","Total",NA,NA,NA,"unacceptable"
"2019","Median","Total","Part-Time","Total","Yorkshire and The Humber","Professional occupations","Total",NA,NA,"21823","reasonably precise"
"2019","Median","Total","Part-Time","Total","Yorkshire and The Humber","Associate professional and technical occupations","Total",NA,NA,"13928","reasonably precise"
"2019","Median","Total","Part-Time","Total","Yorkshire and The Humber","Administrative and secretarial occupations","Total",NA,NA,"10707","Total"
"2019","Median","Total","Part-Time","Total","Yorkshire and The Humber","Skilled trades occupations","Total",NA,NA,NA,"unacceptable"
"2019","Median","Total","Part-Time","Total","Yorkshire and The Humber","Caring, leisure and other service occupations","Total",NA,NA,"10459","reasonably precise"
"2019","Median","Total","Part-Time","Total","Yorkshire and The Humber","Sales and customer service occupations","Total",NA,NA,"9005","Total"
"2019","Median","Total","Part-Time","Total","Yorkshire and The Humber","Process, plant and machine operatives","Total",NA,NA,NA,"unacceptable"
"2019","Median","Total","Part-Time","Total","Yorkshire and The Humber","Elementary occupations","Total",NA,NA,"6724","acceptable"
"2019","Median","Total","Part-Time","Total","East Midlands","Total","Total",NA,NA,"10033","Total"
"2019","Median","Total","Part-Time","Total","East Midlands","Managers, directors and senior officials","Total",NA,NA,"11461","acceptable"
"2019","Median","Total","Part-Time","Total","East Midlands","Professional occupations","Total",NA,NA,"19677","reasonably precise"
"2019","Median","Total","Part-Time","Total","East Midlands","Associate professional and technical occupations","Total",NA,NA,"12928","reasonably precise"
"2019","Median","Total","Part-Time","Total","East Midlands","Administrative and secretarial occupations","Total",NA,NA,"10088","Total"
"2019","Median","Total","Part-Time","Total","East Midlands","Skilled trades occupations","Total",NA,NA,NA,"unacceptable"
"2019","Median","Total","Part-Time","Total","East Midlands","Caring, leisure and other service occupations","Total",NA,NA,"9758","reasonably precise"
"2019","Median","Total","Part-Time","Total","East Midlands","Sales and customer service occupations","Total",NA,NA,"9222","Total"
"2019","Median","Total","Part-Time","Total","East Midlands","Process, plant and machine operatives","Total",NA,NA,NA,"unacceptable"
"2019","Median","Total","Part-Time","Total","East Midlands","Elementary occupations","Total",NA,NA,"7185","reasonably precise"
"2019","Median","Total","Part-Time","Total","West Midlands","Total","Total",NA,NA,"10450","Total"
"2019","Median","Total","Part-Time","Total","West Midlands","Managers, directors and senior officials","Total",NA,NA,"11850","acceptable"
"2019","Median","Total","Part-Time","Total","West Midlands","Professional occupations","Total",NA,NA,"19047","Total"
"2019","Median","Total","Part-Time","Total","West Midlands","Associate professional and technical occupations","Total",NA,NA,"12470","reasonably precise"
"2019","Median","Total","Part-Time","Total","West Midlands","Administrative and secretarial occupations","Total",NA,NA,"10750","Total"
"2019","Median","Total","Part-Time","Total","West Midlands","Skilled trades occupations","Total",NA,NA,"12283","acceptable"
"2019","Median","Total","Part-Time","Total","West Midlands","Caring, leisure and other service occupations","Total",NA,NA,"10356","reasonably precise"
"2019","Median","Total","Part-Time","Total","West Midlands","Sales and customer service occupations","Total",NA,NA,"8960","Total"
"2019","Median","Total","Part-Time","Total","West Midlands","Process, plant and machine operatives","Total",NA,NA,"10668","reasonably precise"
"2019","Median","Total","Part-Time","Total","West Midlands","Elementary occupations","Total",NA,NA,"6873","acceptable"
"2019","Median","Total","Part-Time","Total","East","Total","Total",NA,NA,"10221","Total"
"2019","Median","Total","Part-Time","Total","East","Managers, directors and senior officials","Total",NA,NA,"13167","acceptable"
"2019","Median","Total","Part-Time","Total","East","Professional occupations","Total",NA,NA,"16421","reasonably precise"
"2019","Median","Total","Part-Time","Total","East","Associate professional and technical occupations","Total",NA,NA,"13316","reasonably precise"
"2019","Median","Total","Part-Time","Total","East","Administrative and secretarial occupations","Total",NA,NA,"10961","Total"
"2019","Median","Total","Part-Time","Total","East","Skilled trades occupations","Total",NA,NA,"11615","reasonably precise"
"2019","Median","Total","Part-Time","Total","East","Caring, leisure and other service occupations","Total",NA,NA,"9715","reasonably precise"
"2019","Median","Total","Part-Time","Total","East","Sales and customer service occupations","Total",NA,NA,"8887","Total"
"2019","Median","Total","Part-Time","Total","East","Process, plant and machine operatives","Total",NA,NA,"9743","reasonably precise"
"2019","Median","Total","Part-Time","Total","East","Elementary occupations","Total",NA,NA,"6387","reasonably precise"
"2019","Median","Total","Part-Time","Total","London","Total","Total",NA,NA,"11287","Total"
"2019","Median","Total","Part-Time","Total","London","Managers, directors and senior officials","Total",NA,NA,"15989","acceptable"
"2019","Median","Total","Part-Time","Total","London","Professional occupations","Total",NA,NA,"20899","reasonably precise"
"2019","Median","Total","Part-Time","Total","London","Associate professional and technical occupations","Total",NA,NA,"13842","acceptable"
"2019","Median","Total","Part-Time","Total","London","Administrative and secretarial occupations","Total",NA,NA,"11180","reasonably precise"
"2019","Median","Total","Part-Time","Total","London","Skilled trades occupations","Total",NA,NA,"9776","reasonably precise"
"2019","Median","Total","Part-Time","Total","London","Caring, leisure and other service occupations","Total",NA,NA,"10426","reasonably precise"
"2019","Median","Total","Part-Time","Total","London","Sales and customer service occupations","Total",NA,NA,"9772","Total"
"2019","Median","Total","Part-Time","Total","London","Process, plant and machine operatives","Total",NA,NA,"10896","acceptable"
"2019","Median","Total","Part-Time","Total","London","Elementary occupations","Total",NA,NA,"7918","reasonably precise"
"2019","Median","Total","Part-Time","Total","South East","Total","Total",NA,NA,"10482","Total"
"2019","Median","Total","Part-Time","Total","South East","Managers, directors and senior officials","Total",NA,NA,"12000","acceptable"
"2019","Median","Total","Part-Time","Total","South East","Professional occupations","Total",NA,NA,"20126","reasonably precise"
"2019","Median","Total","Part-Time","Total","South East","Associate professional and technical occupations","Total",NA,NA,"12821","acceptable"
"2019","Median","Total","Part-Time","Total","South East","Administrative and secretarial occupations","Total",NA,NA,"10585","Total"
"2019","Median","Total","Part-Time","Total","South East","Skilled trades occupations","Total",NA,NA,"10755","reasonably precise"
"2019","Median","Total","Part-Time","Total","South East","Caring, leisure and other service occupations","Total",NA,NA,"9369","Total"
"2019","Median","Total","Part-Time","Total","South East","Sales and customer service occupations","Total",NA,NA,"9167","Total"
"2019","Median","Total","Part-Time","Total","South East","Process, plant and machine operatives","Total",NA,NA,NA,"unacceptable"
"2019","Median","Total","Part-Time","Total","South East","Elementary occupations","Total",NA,NA,"6823","reasonably precise"
"2019","Median","Total","Part-Time","Total","South West","Total","Total",NA,NA,"10381","Total"
"2019","Median","Total","Part-Time","Total","South West","Managers, directors and senior officials","Total",NA,NA,NA,"unacceptable"
"2019","Median","Total","Part-Time","Total","South West","Professional occupations","Total",NA,NA,"18208","reasonably precise"
"2019","Median","Total","Part-Time","Total","South West","Associate professional and technical occupations","Total",NA,NA,"13447","reasonably precise"
"2019","Median","Total","Part-Time","Total","South West","Administrative and secretarial occupations","Total",NA,NA,"10612","reasonably precise"
"2019","Median","Total","Part-Time","Total","South West","Skilled trades occupations","Total",NA,NA,"11460","acceptable"
"2019","Median","Total","Part-Time","Total","South West","Caring, leisure and other service occupations","Total",NA,NA,"9816","Total"
"2019","Median","Total","Part-Time","Total","South West","Sales and customer service occupations","Total",NA,NA,"8457","reasonably precise"
"2019","Median","Total","Part-Time","Total","South West","Process, plant and machine operatives","Total",NA,NA,"10366","acceptable"
"2019","Median","Total","Part-Time","Total","South West","Elementary occupations","Total",NA,NA,"6309","acceptable"
"2019","Median","Total","Part-Time","Total","Wales","Total","Total",NA,NA,"10603","Total"
"2019","Median","Total","Part-Time","Total","Wales","Managers, directors and senior officials","Total",NA,NA,"11990","acceptable"
"2019","Median","Total","Part-Time","Total","Wales","Professional occupations","Total",NA,NA,"21221","reasonably precise"
"2019","Median","Total","Part-Time","Total","Wales","Associate professional and technical occupations","Total",NA,NA,"12270","acceptable"
"2019","Median","Total","Part-Time","Total","Wales","Administrative and secretarial occupations","Total",NA,NA,"10328","reasonably precise"
"2019","Median","Total","Part-Time","Total","Wales","Skilled trades occupations","Total",NA,NA,"11334","acceptable"
"2019","Median","Total","Part-Time","Total","Wales","Caring, leisure and other service occupations","Total",NA,NA,"10856","Total"
"2019","Median","Total","Part-Time","Total","Wales","Sales and customer service occupations","Total",NA,NA,"9009","Total"
"2019","Median","Total","Part-Time","Total","Wales","Process, plant and machine operatives","Total",NA,NA,"10330","acceptable"
"2019","Median","Total","Part-Time","Total","Wales","Elementary occupations","Total",NA,NA,"7174","reasonably precise"
"2019","Median","Total","Part-Time","Total","Scotland","Total","Total",NA,NA,"11123","Total"
"2019","Median","Total","Part-Time","Total","Scotland","Managers, directors and senior officials","Total",NA,NA,NA,"unacceptable"
"2019","Median","Total","Part-Time","Total","Scotland","Professional occupations","Total",NA,NA,"20480","Total"
"2019","Median","Total","Part-Time","Total","Scotland","Associate professional and technical occupations","Total",NA,NA,"13122","reasonably precise"
"2019","Median","Total","Part-Time","Total","Scotland","Administrative and secretarial occupations","Total",NA,NA,"11166","Total"
"2019","Median","Total","Part-Time","Total","Scotland","Skilled trades occupations","Total",NA,NA,"11469","reasonably precise"
"2019","Median","Total","Part-Time","Total","Scotland","Caring, leisure and other service occupations","Total",NA,NA,"11085","Total"
"2019","Median","Total","Part-Time","Total","Scotland","Sales and customer service occupations","Total",NA,NA,"9173","Total"
